2.794696949113517626e-02, -6.594459420024588459e-02, 1.128904789579279755e-01, 3.887918772289732094e-02, -3.147346062439301817e-02, -9.327093368160981057e-02, -7.850440261926508456e-02, -2.942606583624599731e-02, 1.667792197841184640e-02, 3.234556665955076737e-02, -6.912669410457548957e-02, -8.573649683284037537e-02, -8.654600720764675514e-02, -2.201454149482951761e-01, 8.418983868215719479e-02, 2.629000028047938642e-01, -7.286331984670151030e-03, 1.037479916310667799e-01, 7.172534577538163501e-03, -1.665239988566765417e-01, 4.541923566609177426e-02, -7.711142481027333240e-02, 1.037001542448031666e-01
-2.423232135858828865e-02, -2.550708967823453119e-02, 4.352554827087723455e-02, 8.289057463414302440e-03, -1.140668316673182081e-01, 9.848015354604582050e-02, -7.150151244644359361e-02, -3.053209573033974222e-02, -2.898184070014882957e-02, -8.230280707159547127e-02, -6.466141216292176086e-02, 1.745223529514402031e-02, 1.810712668870301800e-01, -1.427875821116520449e-01, -1.613275689625076267e-02, -9.248438266412767339e-02, 6.980732685173504648e-03, 2.425845769791450668e-01, -2.347962696188878595e-01, -3.821484881844389170e-02, -1.080524104872125774e-01, -7.489875036897476746e-02, -3.659068091386439431e-02
-4.156761094035857362e-02, 1.237401956808722309e-01, 8.088496168494754834e-02, 2.593569941033545354e-03, 1.030174250650992551e-01, 5.732530735297069330e-02, -1.274471144601527391e-02, 9.039681966525515977e-02, -1.912010892174449139e-01, -3.709376025543434461e-03, 3.727090345463811988e-02, 9.500718090066254118e-02, -1.638436538158906733e-02, 5.647313035686153671e-02, 3.024292530125735623e-02, 3.328749006980267211e-01, 9.846781050719513595e-02, -3.041353532154887282e-02, 9.646598420464780332e-02, 1.191116726092617262e-01, -8.274699283282938023e-02, 5.004447563200171978e-02, -8.155503795532872968e-02
1.190430369631112623e-01, 1.541198798737428155e-01, 1.033988006821547623e-01, -1.703612389002059080e-01, 2.618430413574901472e-02, -5.225868732704364722e-02, -2.109272511952186083e-02, -6.915969215405542991e-02, -1.110537525894708250e-01, -2.172669376139958197e-01, -2.187356384471034199e-02, 3.079192570713740196e-02, -1.373085085502622968e-02, 7.429288186762122992e-02, -7.299525510143692331e-02, 1.948678906954549317e-01, -4.458255125648753064e-02, -6.411426310068142620e-02, -1.269976756717521027e-02, -5.322955458786851612e-02, -7.206333798873336416e-02, -9.440511217897384899e-02, -6.837968820287852745e-02
1.205366865244902191e-01, 2.323654778309757751e-01, 8.476207684840417200e-02, 2.019458497037016076e-01, 1.727650335774763291e-01, 1.365963451931198058e-01, -2.984553090405144340e-03, -2.727316176513343900e-03, 9.999776359442710122e-03, 1.245712392181659717e-01, -3.497053396034124212e-02, 5.188948694540414242e-02, -5.802406893791852566e-03, -3.610261928455835677e-03, -1.822813329456295373e-01, -1.998840714234062163e-02, -2.505674995156861266e-04, 2.920811567160562158e-02, -5.406524938309371919e-02, -5.548436898396435363e-02, -2.114364499540917208e-01, -1.528973200887521165e-02, -4.960707701503114242e-02
2.260460037213034637e-02, -3.531815873485130014e-02, 1.021221961893863522e-01, 9.857285021404304029e-03, 1.393055082833178915e-01, 2.625591566139663380e-01, 1.174529117478394918e-01, 1.287112680190605485e-01, -1.016690864097439945e-01, 6.136448464695838656e-02, -1.223587406335260308e-01, -1.384094664327651936e-01, -3.632674945325206073e-01, -1.022897486218930369e-01, 2.133113614018678772e-01, 8.807317124388153173e-02, 4.622031406623231670e-02, 3.606215841889411078e-02, -6.753262582790711677e-02, 9.720704981946023948e-02, -2.314468139956741416e-02, 3.233879539232962369e-02, 8.324115707921318774e-02
-1.204938852264324754e-02, -1.643659438440715215e-01, -1.566853085851461491e-01, 5.551153256399535274e-02, 2.143196595846705022e-01, 1.655801556119028406e-01, 1.640299621925812579e-01, 1.522736016108661716e-01, -1.658855933833879373e-02, -4.100510235776388263e-02, 3.095074505800850945e-02, -5.278738499812452023e-02, 1.942745056117238522e-02, -8.800596762024943953e-02, -1.677210826224117927e-03, 1.612992264297613276e-01, 1.876887127188421323e-01, 1.348455467134081764e-01, 1.135228114417105028e-01, 6.175364446663051538e-02, 3.773382021081893301e-02, -1.285268702960120912e-01, -8.025853679335426261e-02
1.171598149889085533e-01, 9.771639524682772249e-02, -7.630141277012437995e-02, -6.826781277148769034e-02, 1.601753432303206215e-01, -1.517478995351434212e-01, -3.927419835035979301e-02, -1.102278547212831583e-01, -3.116379563910633144e-02, -1.730236330053755781e-02, 5.071682056616116929e-02, -1.411627930752681892e-01, 9.040160051361986748e-02, 3.693843854372887148e-02, -5.004856831155223701e-02, 1.538077645166783386e-02, 1.567476861681418587e-01, 1.361374303864601454e-01, -7.447039265222350768e-02, -6.169904212063900134e-02, 8.674046136588463990e-03, 4.937677505752951362e-02, 1.680106923287835174e-01
-2.494935824108477848e-02, -1.873211963569803296e-01, -1.973721241738810583e-01, 1.416648011040572697e-01, 1.335593973378441934e-01, 2.716764495381953082e-01, 6.646519167909659305e-03, 1.511782255258971308e-01, 5.239238621667582918e-02, -8.805056154992071948e-02, 3.976991136204726350e-03, 1.099859714167364527e-01, 2.837100856469395582e-01, -3.057598424964472206e-01, 2.065699104137669606e-01, 1.963908773196805166e-02, 1.861129224895694545e-01, 7.945480199294815971e-02, 1.325255242865787664e-01, 8.176336240370038477e-02, 6.200959263785329328e-02, -2.617405206861992961e-01, -4.328973454988400971e-02
3.942214204729559829e-02, 1.941303240905334349e-01, 1.481790847865074173e-02, -2.711238476306818829e-02, 3.003015954376854132e-02, 3.346335470334925455e-02, -6.267637572242895638e-02, 7.759159584335884041e-02, 8.757269841411831346e-02, 1.144079626721194731e-01, -1.094822495317573086e-01, 2.733255321078608691e-01, 1.098842309117384168e-02, 1.211336490015290229e-01, 7.773763933809645088e-02, -9.207579105251198492e-02, -4.230954750697062117e-02, 2.186478936031058945e-02, 1.381699213572784302e-01, -1.486918782948868090e-01, -1.765868495201550897e-02, -1.609580469269921987e-01, 3.280513437228228107e-02
